title,label
"Demo di NTB Ricuh, Kantor DPRD Terbakar-Brimob Tembak Gas Air Mata",real
"40 Armada Dikerahkan Padamkan Api Gedung DPRD Sulsel dan Makassar",real
"Jasa Marga Gerak Cepat Perbaiki 7 Gerbang Tol Cawang-Tomang-Pluit",real
"Ke Australia, Komisi XI DPR Bantah Ikut Sydney Marathon",real
"Ketum PAN Ingatkan Kader di DPR & DPRD Agar Peka, Empati, Tak Arogan",real
"Potret Mapolda DIY Sisa Aksi Semalam: Pagar Habis, Ruang SPKT Hangus",real
"VIDEO: Paramedis Sigap Menolong Para Pengunjuk Rasa",real
"Demo di Polda Bali Ricuh, Polisi Kerahkan 2 Water Canon",real
"Hamas soal Rencana Israel Duduki Gaza: Peluang Tangkap Tentara Baru",real
"Hamas soal Rencana Israel Duduki Gaza: Peluang Tangkap Tentara Baru",real
"5 Kantor Polsek di Jakarta Timur Hancur, Mana Saja?",real
"Massa Mulai Bersitegang Coba Mendekat ke Mako Brimob Kwitang",real
"Laga Persib vs Borneo FC Resmi Ditunda karena Situasi Tak Kondusif",real
"Puan dan Pramono Sambangi Rumah Duka Affan Kurniawan",real
"FOTO: Situasi Pasca Demo 29 Agustus di Bandung, Surabaya dan Makassar",real
"VIDEO: Relawan Penyedia Logistik Demo Polda",real
"Komisi XI DPR Akui Lagi Kunker ke Australia: Sudah Lama Dijadwalkan",real
"Massa Aksi Masih Bertahan di Polda Bali, Situasi Kondusif",real
"VIDEO: Penampakan Halte-Halte TransJakarta Usai Dibakar Tadi Malam",real
"Ketahui Cara dan Waktu Terbaik Menimbang Berat Badan agar Akurat",real
"Hasil SS600cc ARRC Mandalika: Adenanta Menang Dramatis di Lap Terakhir",real
"VIDEO: Keadilan Untuk Affan Kurniawan, Cukup Dengan Permintaan Maaf?",real
"Polda Jabar Amankan 20 Orang Terkait Ricu Demo Sabtu Malam",real
"Pita Hitam Rizky Ridho di Dewa United vs Persija, Duka untuk Indonesia",real
"VIDEO: Kondisi Gedung DPRD Solo Usai Terbakar",real
"Pemprov DKI Gratiskan Transjakarta dan MRT Satu Pekan",real
"Kpop Demon Hunters Cetak Banyak Rekor, Mulai Bahas Sekuel",real
"VIDEO: Kondisi Sarana Transportasi Umum Pasca Unjuk Rasa, Rusak Parah",real
"Tuntut Keadilan untuk Affan, Ratusan Ojol Aksi Damai di Polda Sumsel",real
"VIDEO: Massa Kembali Bergerak Demo di Mako Brimob Kwitang",real
"WNI di AS Akan Long March ke KJRI, Solidaritas untuk Affan Kurniawan",real
"Hasil Race 1 AP250 ARRC Mandalika: Fadillah Arbi Aditama Juara",real
"Jasa Marga Minta Maaf, 7 Gerbang Tol Cawang-Tomang-Pluit Masih Ditutup",real
"Jalan Matraman Raya Macet Parah Imbas Porak Poranda Polres Jaktim",real
"Mendag Usul Ini Buat Kamu yang Mau Sukses Jadi Pengusaha",real
"7 Pemain MU Terancam Dijual Usai Tersingkir dari Carabao Cup",real
"Batasi Konsumsinya, Ini 5 Ikan dan Seafood yang Mengandung Kolesterol",real
"Cara Cek Online Kendaraan Kena e-Tilang Pakai Pelat Nomor",real
"VIDEO: Kantor Polres Jakarta Timur Porak Poranda",real
"Gibran Saat Jenguk Ojol di RS Pelni: Istirahat Cukup 3 Hari Pulang",real
"Massa Terobos Polda NTB, Bentrok dengan Aparat-Kibarkan One Piece",real
"Mako Brimob Kwitang Kembali Didemo Sabtu Siang",real
"FOTO: Serakan Bangkai Mobil Terbakar Bekas Kacau di Matraman Semalam",real
"FOTO: Penampakan Kantor Polres Jakarta Timur yang Hancur",real
"VIDEO: Markas Gegana Dibakar, Sri Sultan Turun ke Jalan Temui Massa",real
"WNI di Australia dan Jerman Akan Gelar Aksi Solidaritas Affan",real
"INFOGRAFIS: Jadwal Padat Timnas Indonesia di September 2025",real
"Bandung Porak Poranda di Beberapa Titik Sisa Demo Tadi Malam",real
"Kondisi Kwitang Terkini Usai Demo, TNI Berjaga-Warga Berburu Besi",real
"Layanan Transjakarta Mulai Beroperasi Lagi, Cek Rutenya",real
"Mal Tunjungan Plaza Tutup Hari Ini Usai Demo Rusuh di Surabaya",real
"Link Live Streaming Putri KW vs Akane di Semifinal Kejuaraan Dunia",real
"VIDEO: Komnas HAM Kecam Insiden Rantis Brimob Lindas Ojol hingga Tewas",real
"Demo Solidaritas Affan, Ojol-Mahasiswa Bali Turun ke Jalan Demo Polda",real
"VIDEO: Kondisi Sekitar Polda Metro Jaya Sabtu Pagi, Ada Sisa Asap",real
"Daftar Wamen Jadi Komisaris BUMN di Tengah MK Larangan Rangkap Jabatan",real
"PHK Terjadi di Industri Komponen Saat APM Diminta Tak Rumahkan Pekerja",real
"Kantor Polres Jakarta Timur Porak Poranda, Jadi Tontonan Warga",real
"Polisi Minta Laga Persib vs Borneo FC Ditunda",real
"Polisi Minta Laga Persib vs Borneo FC Ditunda",real
"BPJS Kesehatan: JKN bagi Pekerja Adalah Investasi Pelaku Usaha",real
"VIDEO: Koalisi Masyarakat Sipil Kecam Tindakan Represif Aparat di DPR",real
"Kondisi Halte Polda Metro Jaya hingga Transjakarta Belum Beroperasi",real
"Banyak Pos Polisi di Surabaya Dibakar-Dirusak saat Demo 29 Agustus",real
"VIDEO: Ricuh di Senen dan Makassar, Fasilitas Umum Jadi Sasaran Amukan",real
"NYALANG: Di Ujung Lara, Dibalut Duka",real
"Kata-kata Jonatan Usai Kembali Gagal Rebut Medali Kejuaraan Dunia",real
"FOTO: Pintu Tol Pejompongan Terbakar Imbas Demo DPR",real
"Warga Lewat Polda Metro Jaya Ngeluh Perih Sisa Gas Air Mata Bekas Demo",real
"VIDEO: Prabowo Kunjungi Rumah Duka Affan Kurniawan",real
"Portofolio Sustainable Finance BRI Rp807,8 T, Terbesar di Indonesia",real
"VIDEO: Doa Bersama Mengenang Affan Kurniawan",real
"LBH: 43 Peserta Aksi Solidaritas Affan di Surabaya Ditangkap Polisi",real
"Penampakan Halte Polda Metro Jaya Hangus Terbakar",real
"Turki Boikot Urusan Bisnis-Ekonomi dengan Israel, Tutup Wilayah Udara",real
"VIDEO: Presiden Prabowo Kunjungi Keluarga Affan Kurniawan",real
"100 Kata-Kata Motivasi Hidup yang Keren buat Penyemangat Diri",real
"Koster Titip Pesan ke Kapolda Bali soal Aksi Depan Mapolda",real
"FOTO: Tangis Putri KW Pecah Usai Cetak Sejarah",real
"Tips Buat Anak SMA dan Mahasiswa Biar Duit Jajan 'Berkembang Biak'",real
"Bentrok Sempat Pecah di Depan Mako Brimob Kelapa Dua Sabtu Pagi",real
"Hasil Kualifikasi SS600 ARRC Mandalika: Adenanta Urutan 8",real
"BRI Permudah Nasabah Aktifkan Rekening Dormant Lewat BRImo",real
"FOTO: DPRD Makassar Terbakar saat Demo Ricuh, Tiga Tewas",real
"Kondisi Terkini di Sekitar Mako Brimob Kwitang pada Sabtu Pagi",real
"VIDEO: Komisi III DPR: Rantis Brimob Kendaraan Kuat",real
"Artis-artis Korea dan Thailand Solid Dukung Pedemo di Indonesia",real
"Viral Wanita Bali Kena Gagal Ginjal Stadium Akhir, Awalnya Mual Muntah",real
"Hasil Kualifikasi AP250 ARRC Mandalika 2025: Arbi Posisi Ketiga",real
"Situasi Tak Kondusif, PSM vs Persebaya Resmi Ditunda",real
"9 Sayuran Ini Bisa Bantu Bakar Lemak Perut, BB Turun Drastis",real
"Macan Lepas di Lembang Belum Ketemu, Hasil Evakuasi dari Kuningan",real
"VIDEO: Presiden: Waspada Provokasi Kelompok Huru-Hara",real
"EDUSPORTS: Siapa Siluet Pemain yang Ada di Logo Bundesliga?",real
"Ilmuwan Gunakan Bayangan Bumi Buat Cari UFO",real
"3 Orang Tewas Imbas Kebakaran DPRD Makassar saat Demo Ricuh",real
"MRT Cuma Sampai Blok M, Stasiun ASEAN hingga HI Ditutup Imbas Demo",real
"VIDEO: Tarif Impor AS Bagi Produk Asal India",real
"Apa Saja Manfaat Air Rebusan Daun Patikan Kebo?",real
"Apa Saja Manfaat Air Rebusan Daun Patikan Kebo?",real
"Daftar Penyakit yang Biaya Pengobatannya Ditanggung BPJS Kesehatan",real
"7 Brimob Pelindas Affan Dipatsus 20 Hari, Lanjut Proses Pidana",real
"Klasemen Liga Italia: Emil Audero di Puncak, Jay Idzes Juru Kunci",real
"VIDEO: Aksi Emak-Emak di Unjuk Rasa Gedung DPR",real
"Tol Dalam Kota Masih Ditutup Sabtu Pagi Imbas Demo",real
"Daftar 5 Halte Transjakarta yang Terbakar saat Demo 29 Agustus",real
"VIDEO: Putin Akan Bertemu Xi Bahas Kebutuhan Energi",real
"Malaysia Minta Warganya di Indonesia Hati-hati, Hindari Titik Demo",real
"5 Fakta Jelang Putri KW vs Akane di Semifinal Kejuaraan Dunia",real
"5 Fakta Jelang Putri KW vs Akane di Semifinal Kejuaraan Dunia",real
"Sahroni Dicopot dari Komisi III DPR, Siapa Penggantinya?",real
"VIDEO: Pencarian Korban Serangan Rusia di Kyiv",real
"Deretan Nama Paling Banyak Digunakan Gen Baby Boomer hingga Gen Alpha",real
"Sabtu Pagi, Seluruh Layanan Transjakarta Tidak Beroperasi",real
"Debut Jay Idzes Dirusak Emil Audero, Cremonese Tekuk Sassuolo 3-2",real
"AS Larang Presiden Palestina Mahmoud Abbas ke Sidang PBB di New York",real
"9 Rekomendasi Komnas HAM untuk Kasus Tewasnya Ojol Dilindas Brimob",real
"Jadwal Liga Inggris Hari Ini: Chelsea, Tottenham, MU Main",real
"Rumahnya Didatangi Prabowo, Ayah Affan Minta Tegakkan Hukum",real
"Uya Kuya Minta Maaf kepada Rakyat Indonesia: Beri Saya Kesempatan",real
"VIDEO: Gibran Jenguk Korban Luka Unjuk Rasa",real
"VIDEO: TransJakarta dan MRT Gratis Sepekan",real
"FOTO: Unjuk Rasa Meluas ke Bali, NTB dan Kalteng",real
"Muhammadiyah Minta Penyampaian Aspirasi Tak Dinodai Kekerasan",real
"VIDEO: Situasi Terkini Unjuk Rasa di Gedung Sate",real
"Strategi Brilian Arbi Saat Menang Race 1 AP250 ARRC Mandalika",real
"PBNU: Kami Mengajak Masyarakat Lebih Tenang",real
"Buntut Demo, Kepala Daerah Dilarang ke Luar Negeri & Bikin Acara Mewah",real
"VIDEO: Situasi Terkini Unjuk Rasa di Kawasan Kwitang",real
"Massa Datangi Grahadi Surabaya, Minta yang Ditahan Polisi Dibebaskan",real
"Eko Patrio: Saya Mohon Maaf Atas Perbuatan yang Saya Lakukan",real
"Hasil Super League: Kejutan, PSIM Menang di Kandang Malut United",real
"Usai FPDIP, Gerindra Juga Siap Tinjau Ulang Tunjangan Tak Pantas DPR",real
"Jangan Lupa Besok ke Transmart, Diskon Belanja 50% + 20% Ada Lagi",real
"Massa Di DPRD Jabar Mulai Dipukul Mundur Polisi",real
"VIDEO: Kelompok Orang Tak Dikenal Datangi Rumah Ahmad Sahroni",real
"Israel Setiap Hari Rata-rata Bunuh 28 Anak di Gaza",real
"Gedung DPRD hingga Kantor Polisi di Kediri Dibakar",real
"Hasil Liga Inggris: Chelsea Kalahkan Fulham, Ada Gol Dianulir",real
"Diskon Besar di Transmart Full Day Sale, Sepeda Listrik Rp3,6 Juta",real
"Kapolda Jatim Janji Bebaskan Pedemo yang Ditangkap",real
"VIDEO: Imbas Aksi Demo pada Layanan MRT",real
"Mako Brimob Kwitang Ricuh Lagi, Petasan-Gas Air Mata Berbalasan",real
"FOTO: Rumah Anggota DPR Ahmad Sahroni di Priok Digeruduk",real
"Prabowo Undang 16 Ormas Islam ke Hambalang, Bahas Isu Kebangsaan",real
"Staf Humas DPRD Makassar Tewas Demi Selamatkan Rekan Terjebak Api",real
"3 Pertandingan Super League Ditunda karena Situasi Tak Kondusif",real
"Kaca Rumah Sahroni Dipecahkan, Mobil Dirusak, Barang-barang Dijarah",real
"Unjuk Rasa Massa HMI Tuntut Ahmad Sahroni Dipecat dari NasDem",real
"Daging Slice dan Ayam Broiler Diskon 20% di Transmart Full Day Sale",real
"FPDIP Minta Uang Rumah Rp50 Juta, Fasilitas Tak Pantas DPR Disetop",real
"Presiden Kolombia: Hewan Buas pun Tak Akan Lakukan Hal seperti Israel",real
"Update BPBD Makassar: Mahasiswa Tewas, Total Korban Jiwa 4 Orang",real
"Mahasiswa Kupang, Bakar Ban di Polda NTT Protes Pelindasan Driver Ojol",real
"VIDEO: Demonstrasi di Polda Bali Sudah Terkendali",real
"Sambil Bakar Ban di NasDem Tower, HMI Desak NasDem Pecat Ahmad Sahroni",real
"Kerugian Imbas Pembakaran Gedung DPRD Makassar Tembus Rp253 M",real
"Fraksi PDIP Minta Tunjangan Perumahan Anggota DPR Dihentikan",real
"Terus Ditekan, Alasan Joehari Ayub Mundur dari FAM Malaysia?",real
"Sabtu Malam, Massa Masih Bertahan di DPRD Bandung",real
"Mulai Senin, Transjakarta Perbaiki Halte yang Rusak Imbas Demo",real
"Ricuh Demo di Polda Bali, 22 Orang Ditangkap dan 8 Polisi Terluka",real
"VIDEO: Massa Geruduk Rumah Anggota DPR Sahroni di Priok",real
"AC sampai Smart TV Diobral di Transmart Besok, Cek Harganya",real
"VIDEO: Situasi Terkini Pascademo di Makassar",real
"Prancis hingga Jepang Wanti-wanti Warganya di RI Buntut Demo",real
"Polda Jabar Amankan Sejumlah Orang di Demo Depan Gedung DPRD",real
"Bentrok Pecah di Mapolres Surabaya, Buntut Provokasi Massa Misterius",real
"Massa Masih Berkumpul di Rumah Ahmad Sahroni di Priok",real
"Massa Masih Berkumpul di Rumah Ahmad Sahroni di Priok",real
"VIDEO: Situasi Terkini Massa Datangi Rumah Anggota DPR Ahmad Sahroni",real
"Tanggapan Listyo Sigit soal Isu Diminta Mundur dari Kapolri",real
"Priok Tak Kondusif, Mikrotrans JAK01 Tak Beroperasi",real
"Besok Transmart Full Day Sale Datang Lagi, Bagi-bagi Diskon Seharian",real
"Sinopsis The Condemned, Bioskop Trans TV 30 Agustus 2025",real
"VIDEO: Situasi Terkini Pascademo di Kawasan Kwitang",real
"Jordi Amat Berharap Jakarta Kembali Aman",real
"VIDEO: Penampakan Gedung DPRD Makassar yang Dibakar Saat Demo Ricuh",real
"Rumah Anggota DPR Ahmad Sahroni Di Priok Digeruduk Massa",real
"Kapolri Pastikan dalam Seminggu 7 Brimob Siap Jalani Sidang Etik",real
"VIDEO: Massa Datangi Rumah Anggota DPR Ahmad Sahroni",real
"Filipina Imbau Warganya di RI Waspada dan Hindari Kerumunan",real
"Pramono: CFD Tetap Digelar Besok, Kalau Tidak Ada Hal Luar Biasa",real
"Massa Kembali Serbu DPRD Jabar, Situasi Jalan Diponegoro Mencekam",real
"Hasil Kejuaraan Dunia: Langkah Putri KW Terhenti usai Kalah dari Akane",real
"VIDEO: Pembersihan Kantor DPRD Jawa Barat Pasca Aksi Unjuk Rasa",real
"FOTO: Penampakan Kerusakan Fasilitas Publik Buntut Demo di Jakarta",real
"Sopir Pribadi Diduga Bunuh Anak Majikan di Pondok Pinang Jaksel",real
"Pramono Instruksikan Perbaikan Halte-halte yang Dibakar dan Rusak",real
"Polda Jabar Tetapkan Siaga I Buntut Demo Ricuh",real
"Pakuwon Mall Jogja Tutup Sementara usai Aksi Massa di Polda DIY",real
"Massa Kembali Demo DPR, Lalu Lintas Tersendat",real
"VIDEO: Halte TransJakarta Senen Dibakar, Tinggal Rangka",real
"Pandam XIV Hasanuddin Klaim Makassar Sudah Kembali Kondusif",real
"Here We Go: Lille Sepakat Rekrut Calvin Verdonk dari NEC",real
"Media Asing Soroti Demo Solidaritas Affan Meluas ke Banyak Daerah",real
"Kapolri: Arahan Presiden untuk Tindakan Anarkis TNI/Polri Harus Tegas",real
"Usai Malaysia, Negara Tetangga Ini Juga Minta Warganya di RI Waspada",real
"Pemain Madura United Berduka atas Kematian Affan: Sulit Bicara Bola",real
"Demo di NTB Ricuh, Kantor DPRD Terbakar-Brimob Tembak Gas Air Mata",real
"40 Armada Dikerahkan Padamkan Api Gedung DPRD Sulsel dan Makassar",real
"Jasa Marga Gerak Cepat Perbaiki 7 Gerbang Tol Cawang-Tomang-Pluit",real
"Ke Australia, Komisi XI DPR Bantah Ikut Sydney Marathon",real
"Ketum PAN Ingatkan Kader di DPR & DPRD Agar Peka, Empati, Tak Arogan",real
"Potret Mapolda DIY Sisa Aksi Semalam: Pagar Habis, Ruang SPKT Hangus",real
"VIDEO: Paramedis Sigap Menolong Para Pengunjuk Rasa",real
"Demo di Polda Bali Ricuh, Polisi Kerahkan 2 Water Canon",real
"Hamas soal Rencana Israel Duduki Gaza: Peluang Tangkap Tentara Baru",real
"5 Kantor Polsek di Jakarta Timur Hancur, Mana Saja?",real
"Hamas soal Rencana Israel Duduki Gaza: Peluang Tangkap Tentara Baru",real
"5 Kantor Polsek di Jakarta Timur Hancur, Mana Saja?",real
"Massa Mulai Bersitegang Coba Mendekat ke Mako Brimob Kwitang",real
"Laga Persib vs Borneo FC Resmi Ditunda karena Situasi Tak Kondusif",real
"Puan dan Pramono Sambangi Rumah Duka Affan Kurniawan",real
"FOTO: Situasi Pasca Demo 29 Agustus di Bandung, Surabaya dan Makassar",real
"VIDEO: Relawan Penyedia Logistik Demo Polda",real
"Komisi XI DPR Akui Lagi Kunker ke Australia: Sudah Lama Dijadwalkan",real
"Massa Aksi Masih Bertahan di Polda Bali, Situasi Kondusif",real
"VIDEO: Penampakan Halte-Halte TransJakarta Usai Dibakar Tadi Malam",real
"Hasil SS600cc ARRC Mandalika: Adenanta Menang Dramatis di Lap Terakhir",real
"VIDEO: Keadilan Untuk Affan Kurniawan, Cukup Dengan Permintaan Maaf?",real
"Polda Jabar Amankan 20 Orang Terkait Ricu Demo Sabtu Malam",real
"Pita Hitam Rizky Ridho di Dewa United vs Persija, Duka untuk Indonesia",real
"VIDEO: Kondisi Gedung DPRD Solo Usai Terbakar",real
"Pemprov DKI Gratiskan Transjakarta dan MRT Satu Pekan",real
"Kpop Demon Hunters Cetak Banyak Rekor, Mulai Bahas Sekuel",real
"VIDEO: Kondisi Sarana Transportasi Umum Pasca Unjuk Rasa, Rusak Parah",real
"Tuntut Keadilan untuk Affan, Ratusan Ojol Aksi Damai di Polda Sumsel",real
"VIDEO: Kondisi Gedung DPRD Makassar Pasca Dibakar",real
"VIDEO: Massa Kembali Bergerak Demo di Mako Brimob Kwitang",real
"WNI di AS Akan Long March ke KJRI, Solidaritas untuk Affan Kurniawan",real
"Hasil Race 1 AP250 ARRC Mandalika: Fadillah Arbi Aditama Juara",real
"Jasa Marga Minta Maaf, 7 Gerbang Tol Cawang-Tomang-Pluit Masih Ditutup",real
"Jalan Matraman Raya Macet Parah Imbas Porak Poranda Polres Jaktim",real
"Mendag Usul Ini Buat Kamu yang Mau Sukses Jadi Pengusaha",real
"7 Pemain MU Terancam Dijual Usai Tersingkir dari Carabao Cup",real
"Batasi Konsumsinya, Ini 5 Ikan dan Seafood yang Mengandung Kolesterol",real
"Cara Cek Online Kendaraan Kena e-Tilang Pakai Pelat Nomor",real
"VIDEO: Kantor Polres Jakarta Timur Porak Poranda",real
"Gibran Saat Jenguk Ojol di RS Pelni: Istirahat Cukup 3 Hari Pulang",real
"Massa Terobos Polda NTB, Bentrok dengan Aparat-Kibarkan One Piece",real
"Mako Brimob Kwitang Kembali Didemo Sabtu Siang",real
"FOTO: Serakan Bangkai Mobil Terbakar Bekas Kacau di Matraman Semalam",real
"FOTO: Penampakan Kantor Polres Jakarta Timur yang Hancur",real
"VIDEO: Markas Gegana Dibakar, Sri Sultan Turun ke Jalan Temui Massa",real
"WNI di Australia dan Jerman Akan Gelar Aksi Solidaritas Affan",real
"INFOGRAFIS: Jadwal Padat Timnas Indonesia di September 2025",real
"Bandung Porak Poranda di Beberapa Titik Sisa Demo Tadi Malam",real
"Kondisi Kwitang Terkini Usai Demo, TNI Berjaga-Warga Berburu Besi",real
"Kondisi Kwitang Terkini Usai Demo, TNI Berjaga-Warga Berburu Besi",real
"DPRD Makassar Terbakar, BPBD Catat 3 Korban Tewas dan 2 Luka Parah",real
"Layanan Transjakarta Mulai Beroperasi Lagi, Cek Rutenya",real
"Mal Tunjungan Plaza Tutup Hari Ini Usai Demo Rusuh di Surabaya",real
"Link Live Streaming Putri KW vs Akane di Semifinal Kejuaraan Dunia",real
"VIDEO: Komnas HAM Kecam Insiden Rantis Brimob Lindas Ojol hingga Tewas",real
"Demo Solidaritas Affan, Ojol-Mahasiswa Bali Turun ke Jalan Demo Polda",real
"VIDEO: Kondisi Sekitar Polda Metro Jaya Sabtu Pagi, Ada Sisa Asap",real
"Daftar Wamen Jadi Komisaris BUMN di Tengah MK Larangan Rangkap Jabatan",real
"PHK Terjadi di Industri Komponen Saat APM Diminta Tak Rumahkan Pekerja",real
"Polisi Minta Laga Persib vs Borneo FC Ditunda",real
"BPJS Kesehatan: JKN bagi Pekerja Adalah Investasi Pelaku Usaha",real
"VIDEO: Koalisi Masyarakat Sipil Kecam Tindakan Represif Aparat di DPR",real
"Kondisi Halte Polda Metro Jaya hingga Transjakarta Belum Beroperasi",real
"Banyak Pos Polisi di Surabaya Dibakar-Dirusak saat Demo 29 Agustus",real
"VIDEO: Ricuh di Senen dan Makassar, Fasilitas Umum Jadi Sasaran Amukan",real
"NYALANG: Di Ujung Lara, Dibalut Duka",real
"Kata-kata Jonatan Usai Kembali Gagal Rebut Medali Kejuaraan Dunia",real
"FOTO: Pintu Tol Pejompongan Terbakar Imbas Demo DPR",real
"Warga Lewat Polda Metro Jaya Ngeluh Perih Sisa Gas Air Mata Bekas Demo",real
"Warga Lewat Polda Metro Jaya Ngeluh Perih Sisa Gas Air Mata Bekas Demo",real
"VIDEO: Prabowo Kunjungi Rumah Duka Affan Kurniawan",real
"Portofolio Sustainable Finance BRI Rp807,8 T, Terbesar di Indonesia",real
"VIDEO: Doa Bersama Mengenang Affan Kurniawan",real
"LBH: 43 Peserta Aksi Solidaritas Affan di Surabaya Ditangkap Polisi",real
"Penampakan Halte Polda Metro Jaya Hangus Terbakar",real
"Turki Boikot Urusan Bisnis-Ekonomi dengan Israel, Tutup Wilayah Udara",real
"VIDEO: Presiden Prabowo Kunjungi Keluarga Affan Kurniawan",real
"100 Kata-Kata Motivasi Hidup yang Keren buat Penyemangat Diri",real
"Koster Titip Pesan ke Kapolda Bali soal Aksi Depan Mapolda",real
"Tips Buat Anak SMA dan Mahasiswa Biar Duit Jajan 'Berkembang Biak'",real
"Bentrok Sempat Pecah di Depan Mako Brimob Kelapa Dua Sabtu Pagi",real
"Hasil Kualifikasi SS600 ARRC Mandalika: Adenanta Urutan 8",real
"BRI Permudah Nasabah Aktifkan Rekening Dormant Lewat BRImo",real
"FOTO: DPRD Makassar Terbakar saat Demo Ricuh, Tiga Tewas",real
"Kondisi Terkini di Sekitar Mako Brimob Kwitang pada Sabtu Pagi",real
"VIDEO: Komisi III DPR: Rantis Brimob Kendaraan Kuat",real
"Artis-artis Korea dan Thailand Solid Dukung Pedemo di Indonesia",real
"Viral Wanita Bali Kena Gagal Ginjal Stadium Akhir, Awalnya Mual Muntah",real
"Hasil Kualifikasi AP250 ARRC Mandalika 2025: Arbi Posisi Ketiga",real
"Demo Kenaikan Harga, Mata Ratusan Demonstran Buta Ditembak Shotgun",real
"Situasi Tak Kondusif, PSM vs Persebaya Resmi Ditunda",real
"9 Sayuran Ini Bisa Bantu Bakar Lemak Perut, BB Turun Drastis",real
"Macan Lepas di Lembang Belum Ketemu, Hasil Evakuasi dari Kuningan",real
"VIDEO: Presiden: Waspada Provokasi Kelompok Huru-Hara",real
"EDUSPORTS: Siapa Siluet Pemain yang Ada di Logo Bundesliga?",real
"Ilmuwan Gunakan Bayangan Bumi Buat Cari UFO",real
"3 Orang Tewas Imbas Kebakaran DPRD Makassar saat Demo Ricuh",real
"MRT Cuma Sampai Blok M, Stasiun ASEAN hingga HI Ditutup Imbas Demo",real
"VIDEO: Tarif Impor AS Bagi Produk Asal India",real
"Apa Saja Manfaat Air Rebusan Daun Patikan Kebo?",real
"Daftar Penyakit yang Biaya Pengobatannya Ditanggung BPJS Kesehatan",real
"7 Brimob Pelindas Affan Dipatsus 20 Hari, Lanjut Proses Pidana",real
"Klasemen Liga Italia: Emil Audero di Puncak, Jay Idzes Juru Kunci",real
"VIDEO: Aksi Emak-Emak di Unjuk Rasa Gedung DPR",real
"Tol Dalam Kota Masih Ditutup Sabtu Pagi Imbas Demo",real
"Daftar 5 Halte Transjakarta yang Terbakar saat Demo 29 Agustus",real
"VIDEO: Putin Akan Bertemu Xi Bahas Kebutuhan Energi",real
"Malaysia Minta Warganya di Indonesia Hati-hati, Hindari Titik Demo",real
"5 Fakta Jelang Putri KW vs Akane di Semifinal Kejuaraan Dunia",real
"VIDEO: Pencarian Korban Serangan Rusia di Kyiv",real
"Deretan Nama Paling Banyak Digunakan Gen Baby Boomer hingga Gen Alpha",real
"Sabtu Pagi, Seluruh Layanan Transjakarta Tidak Beroperasi",real
"Debut Jay Idzes Dirusak Emil Audero, Cremonese Tekuk Sassuolo 3-2",real
"AS Larang Presiden Palestina Mahmoud Abbas ke Sidang PBB di New York",real
"9 Rekomendasi Komnas HAM untuk Kasus Tewasnya Ojol Dilindas Brimob",real
"Jadwal Liga Inggris Hari Ini: Chelsea, Tottenham, MU Main",real
"Rumahnya Didatangi Prabowo, Ayah Affan Minta Tegakkan Hukum",real
"FOTO: Momen Demo Mahasiswa Jebol Dua Gerbang Mapolda Metro Jaya",real
"Petisi hingga Seruan Pemuka Agama di Tengah Gelombang Demo Pekan Ini",real
"FOTO: Momen Demo Mahasiswa Jebol Dua Gerbang Mapolda Metro Jaya",real
"Petisi hingga Seruan Pemuka Agama di Tengah Gelombang Demo Pekan Ini",real
"Hubner vs Verdonk dan Eliano vs Miliano Terjadi Minggu",real
"FOTO: Demo Ricuh di Polda Metro Jaya, Barier hingga Pagar Terbakar",real
"Israel Blokade Penggalangan Donasi Bantuan dari Jerusalem untuk Gaza",real
"DPRD Makassar Dibakar Saat Rapat Paripurna, Walkot Berhasil Dievakuasi",real
"Putri KW Akhiri 10 Tahun Penantian Medali Tunggal Putri",real
"Gendhing Raja Manggala Mengalun, Sultan HBX Minta 8 Pedemo Dibebaskan",real
"5 Fakta Menarik Jelang Liverpool vs Arsenal di Liga Inggris",real
"Jokowi Unggah Duka Cita atas Kematian Ojol Affan Kurniawan di Medsos",real
"Korban Tewas Akibat Kebakaran di Kantor DPRD Makassar Jadi Tiga Orang",real
"FOTO: Indonesia Kalah Dramatis dari Vietnam di Piala AFF Putri U-16",real
"Aksi Bakar Dua Motor di Polsek Jatinegara Jatim Merembet ke Gerbang",real
"Ricuh di Bandung, Pagar Gedung Sate hingga Hotel Diterobos Massa",real
"Kantor DPRD Terbakar, Kasi Kesra Kecamatan di Makassar Tewas",real
"Hasil Kejuaraan Dunia 2025: Jonatan Gagal ke Semifinal",real
"Demo di Bandung Panas Malam ini, Mobil di Depan DPRD Terbakar",real
"Demo 29 Agustus, Kantor Polisi di Surabaya Rusak",real
"Sultan HB X Datangi Markas Polda DIY di Tengah Aksi Massa",real
"DPRD, Kejati, hingga Pospol Makassar Jadi Sasaran Amuk Pedemo",real
"Sultan HB X Datangi Markas Polda DIY di Tengah Aksi Massa",real
"DPRD, Kejati, hingga Pospol Makassar Jadi Sasaran Amuk Pedemo",real
"Kata-kata Prabowo kepada Keluarga Affan Kurniawan di Rumah Duka",real
"Jorge Martin Akui Lebih Termotivasi bersama Aprilia dibanding Ducati",real
"Massa Demonstran Mulai Bubar dari Mako Brimob Kwitang ke Tugu Tani",real
"Polisi Tembak Gas Air Mata ke Pedemo Polda DIY, Mobil Patroli Diamuk",real
"Prabowo ke Rumah Duka Affan Ditemani Seskab Teddy dan Sejumlah Menteri",real
